Control Number,File Name,File Extension,File Type Category,File Size (bytes),MD5 Hash,SHA256 Hash,Custodian,Custodian Email,Custodian Department,Custodian Org,Narrative Phase,Narrative Phase Name,Processing Folder Path,Virtual Path,Container ID,Container Name,Level,Primary Date,Sort Date,Language,Has Images,Has Natives,OCR Flag,Supported by Viewer,Extracted Text Preview,Images?,OCR Required?,Native Produced?,Redactable?,Analytics Eligible?,Dedup Method,Workflow Stage,Cull Reason,Processing Status,Processing Error Type,Duplicate Spare,ECA Exclusion Reason,Batch Name,Batch Status,Reviewer,Date First Assigned,Responsiveness,Privilege,Privilege Reason,Hot Doc,Issue Tags,Bates Begin,Bates End,Page Count,Production Set,Bates Prefix,Redacted,Redaction Reason,TAR Score,AL Predicted Relevant,Email From,Email From SMTP,Email To,Email To SMTP,Email CC,Email CC SMTP,Email BCC,Email BCC SMTP,Email Subject,Message ID,In Reply To,Date Sent,Date Received,Conversation Topic,Conversation Index,Has Attachments,Attachment Count,Email Thread ID,Email Threading Inclusive,Importance,Parent Document ID,Family ID,Author,Last Modified By,Date Created,Date Last Modified,Title,Company,Word Count,Slide Count,Sheet Names,PDF Author,PDF Creator,PDF Producer,PDF Page Count,Is Encrypted,Is Form,Rsmf/Application,Rsmf/Participants,Rsmf/MessageCount,Rsmf/BeginDate,Rsmf/EndDate,Rsmf/EventCollectionId,Rsmf/HasPlaceholders,Camera Make,Camera Model,Date Taken,GPS Latitude,GPS Longitude,GPS Altitude,GoogleDrive/DocID,GoogleDrive/DocumentType,GoogleDrive/SharedDriveID,Record Type
DOC-0001315,DOC-0001315.jpeg,jpeg,Image - JPEG,6953619,1e12d7940697f23e29d17687eca4eade,17ea3df9370a5c575b76df609bf85468a0c1b0aff984e1f8ddcb32bb255e41b2,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2015\12,Mallinckrodt\Gregory_Nash\Image - JPEG\DOC-0001315.jpeg,DOC-0000801,DOC-0000801.pst,1,2015-12-28 00:00:00,2015-12-28 00:00:00,English,Yes,Yes,Yes,Yes,[Image - JPEG]  — Gregory Nash 2015-12-28,Yes,Yes,Yes,Image Only,After OCR,SHA256,Pre-Review: Duplicate/NIST,NIST System File,Complete,,Yes,,,,,,,,,No,,,,2,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2015-12-28,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,Samsung,Galaxy S22,2015-12-28 00:00:00,,,,,,,EDoc
DOC-0000895,DOC-0000895.docx,docx,Office - Word (DOCX),733116,1c50ff9e4ecce9902042c893b59dbb55,99b0b51f65f85154df83d859f13a5d893f21360a578dd65f54bc0607b85b81c2,James Whitfield,james.whitfield@mallinckrodt.com,Executive,Mallinckrodt,2,Pressure,\\Collection\James_Whitfield\2013\01,Mallinckrodt\James_Whitfield\Office - Word (DOCX)\DOC-0000895.docx,,,1,2013-01-10 00:00:00,2013-01-10 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOCX)] DEA Compliance Response Preparation — 2014 — James Whitfield 2013-01-10,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,15,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,James Whitfield,James Whitfield,2013-01-10,2013-01-13,DEA Compliance Response Preparation — 2014,Mallinckrodt Inc.,2883,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000160,RE: SOM Flag — AmerisourceBergen — Busin.msg,msg,Email - MSG,206849,d06eccbc3a8359b6af9e7a0e936db4a7,db370ca76ea5e3418e2ac3ff3c5dba42cdd8af09451b6267b8875caf1991103f,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2014\09,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000160.msg,,,1,2014-09-20 00:00:00,2014-09-20 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Flag — AmerisourceBergen — Business Justification Required — Sarah Chen 2014-09-20,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Exact Duplicate,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Thomas Bradley,thomas.bradley@mallinckrodt.com,,,,,RE: IRC Prior Authorization Process — Script Update v4,<323132fa618192de.255603d4@mallinckrodt.com>,<0ad1b7b66d3520b7.92ef8d59@mallinckrodt.com>,2014-09-20 00:00:00,2014-09-20 00:15:00,RE: SOM Flag — AmerisourceBergen — Business Justification Required,2648c819bd1116eef58ab7c7cccf4130,Yes,4,THR-000115,No,Normal,DOC-0000717,FAM-000291,,,2014-09-20,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001116,DOC-0001116.xls,xls,Office - Excel (XLS),292756,4db710439e524f171d6511c5836580e6,6de4edba20fa6f1120ff74c5b5c2e83d4184d045c4c1e37689ab0b0eb04a6c09,Patricia Morrison,patricia.morrison@mallinckrodt.com,Marketing,Mallinckrodt,2,Pressure,\\Collection\Patricia_Morrison\2014\02,Mallinckrodt\Patricia_Morrison\Office - Excel (XLS)\DOC-0001116.xls,,,1,2015-07-28 00:00:00,2015-07-28 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLS)] DEA Compliance Response Preparation — 2015 — Patricia Morrison 2014-02-10,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,1,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000544,FAM-000231,Patricia Morrison,Patricia Morrison,2014-02-10,2014-03-10,DEA Compliance Response Preparation — 2015,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000534,FW: SOM Archive Cleanup — April 2015.msg,msg,Email - MSG,295016,3edf665fa5978064542a965f1465b466,bb23e712bfd95996ee5b6379213fa67b197634e5054bffbb7ad866baf252f8f9,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Robert_Ashton\2016\08,Mallinckrodt\Robert_Ashton\Email - MSG\DOC-0000534.msg,,,1,2016-08-17 00:00:00,2016-08-17 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: SOM Archive Cleanup — April 2015 — Robert Ashton 2016-08-17,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,1,,MNK,No,,,,Robert Ashton,robert.ashton@mallinckrodt.com,Gregory Nash,gregory.nash@mallinckrodt.com,,,,,RE: DEA Administrative Subpoena — Production Deadline July 2016,<2b4511214218f371.a84f1cf1@mallinckrodt.com>,<abc44f76171827df.bf79dcb6@mallinckrodt.com>,2016-08-17 00:00:00,2016-08-17 00:21:00,FW: SOM Archive Cleanup — April 2015,6a632a6b41d0d034abfbcc174ad5433b,No,0,THR-000023,Yes,Normal,DOC-0000634,FAM-000199,,,2016-08-17,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001390,DOC-0001390.html,html,Text / Markup,9688,c62591023a53047e45b3e316c24ef0c8,1b2cfb83cd470e79441a0c4145c83354ea766e45a4a9d2a49447169dec389b2b,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\11,Mallinckrodt\Michael_Brennan\Text / Markup\DOC-0001390.html,,,1,2015-11-19 00:00:00,2015-11-19 00:00:00,English,No,Yes,No,Yes,[Text / Markup]  — Michael Brennan 2015-11-19,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,,,2015-11-19,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000326,RE: Xartemis XR Sales Incentive Accelera.msg,msg,Email - MSG,125117,132b4f3619404d24eced9c30721df83c,fd595978796512e3b9b094ac4d2d8efd57c8294c9e7776ae8bec9a50f11afc00,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Thomas_Bradley\2014\10,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000326.msg,,,1,2014-10-28 00:00:00,2014-10-28 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: Xartemis XR Sales Incentive Acceleration — 2016 Plan — Thomas Bradley 2014-10-28,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,2,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,RE: Xartemis XR Sales Incentive Acceleration — 2016 Plan,<33b636dcc2d01c42.88973a4a@mallinckrodt.com>,,2014-10-28 00:00:00,2014-10-28 00:30:00,RE: Xartemis XR Sales Incentive Acceleration — 2016 Plan,20b998300b37346827571245b8845902,Yes,2,THR-000154,No,High,,FAM-000330,,,2014-10-28,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000152,FW: Cardinal Health — Order Anomaly Aler.msg,msg,Email - MSG,241228,c40f54057a25ed81412817eb224629cd,8b31f4d8e073c1d09929afeb48842a14157511addbeae9f8e8fb5a963b85f6e1,Thomas Bradley,thomas.bradley@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Thomas_Bradley\2014\09,Mallinckrodt\Thomas_Bradley\Email - MSG\DOC-0000152.msg,,,1,2014-09-10 00:00:00,2014-09-10 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: Cardinal Health — Order Anomaly Alert — Gulf Coast Pharmacy Cluster — Thomas Bradley 2014-09-10,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,Thomas Bradley,thomas.bradley@mallinckrodt.com,FDA CDER,cder@fda.hhs.gov,,,,,FW: Cardinal Health — Order Anomaly Alert — Gulf Coast Pharmacy Cluster,<41ff81d1689d1205.3063ae7f@mallinckrodt.com>,,2014-09-10 00:00:00,2014-09-10 00:26:00,FW: Cardinal Health — Order Anomaly Alert — Gulf Coast Pharmacy Cluster,ca179780be5f902fb58ac73801667221,Yes,1,,Yes,Low,,FAM-000166,,,2014-09-10,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001049,DOC-0001049.xlsx,xlsx,Office - Excel (XLSX),4272268,610344466f125159d7c514e902eb9ecd,f43006a3dd918930ec1343672e974f7a98f314cbba9a19989712f0a3b93b8ca7,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\08,Mallinckrodt\Michael_Brennan\Office - Excel (XLSX)\DOC-0001049.xlsx,,,1,2015-08-04 00:00:00,2015-08-04 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLSX)] State AG — Multistate Coordination — Settlement Framework — Michael Brennan 2015-08-04,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,4,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Michael Brennan,Michael Brennan,2015-08-04,2015-08-24,State AG — Multistate Coordination — Settlement Framework,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000010,CONFIDENTIAL — Response to McKesson Frau.msg,msg,Email - MSG,44821,956b8c0ca8499b926b5252e314fcdd54,b758588dab73295b344a54b842c18a62ef48e8d550fd9d3f85d5169590b2b633,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2016\06,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000010.msg,,,1,2016-06-27 00:00:00,2016-06-27 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] CONFIDENTIAL — Response to McKesson Fraud Investigation Inquiry — Michael Brennan 2016-06-27,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,Bradley Tevelow,bradley.tevelow@mckinsey.com,,,,,RE: LEGAL HOLD NOTICE — Opioid Litigation — Immediate Action Required,<3d1a85dd506e5a9a.43ff5011@mallinckrodt.com>,<69f841b0f90c9f84.9a0bd63d@mallinckrodt.com>,2016-06-27 00:00:00,2016-06-27 00:08:00,CONFIDENTIAL — Response to McKesson Fraud Investigation Inquiry,a53f8a28abf3e3fc21813d25655238a6,Yes,3,THR-000140,No,High,DOC-0000334,FAM-000316,,,2016-06-27,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000658,RE: Congressional Inquiry — Opioid Distr.eml,eml,Email - EML,173256,f737b4aab85cc2c8224c6031e32a2082,2fc8e230f53f38c0f95f299a75ffb57ff27df93c481faf4bfd4454dbf66037cf,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,3,Crisis,\\Collection\Gregory_Nash\2016\08,Mallinckrodt\Gregory_Nash\Email - EML\DOC-0000658.eml,,,1,2016-08-31 00:00:00,2016-08-31 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Congressional Inquiry — Opioid Distribution Practices — Gregory Nash 2016-08-31,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Exact Duplicate,Complete,,Yes,,,,,,,,,No,,,,3,,MNK,No,,,,Gregory Nash,gregory.nash@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,RE: Override of Cardinal Health Suspicious Order Flag — Gulf Coast,<5d9a24cde3931b79.aaad8926@mallinckrodt.com>,<49a1f7a185713253.7f4423d5@mallinckrodt.com>,2016-08-31 00:00:00,2016-08-31 00:07:00,RE: Congressional Inquiry — Opioid Distribution Practices,3c60ae1c8818d2775d5b0bd90ebf1523,No,0,THR-000021,No,Normal,DOC-0000508,FAM-000197,,,2016-08-31,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0001014,DOC-0001014.doc,doc,Office - Word (DOC),467840,7ac9080c3803fd7f8d39db39cd3ce090,9328cf63d4b932b25350f0699314896947ddafc9bbebc04344d02163f93b9f4f,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Michael_Brennan\2014\06,Mallinckrodt\Michael_Brennan\Office - Word (DOC)\DOC-0001014.doc,,,1,2014-06-07 00:00:00,2014-06-07 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] DEA SOM Inspection Preparation — Checklist — Michael Brennan 2014-06-07,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,11,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,,,Michael Brennan,Michael Brennan,2014-06-07,2014-06-22,DEA SOM Inspection Preparation — Checklist,Mallinckrodt Inc.,2942,,,,,,,No,,,,0,,,,No,,,,,,,,,,EDoc
DOC-0000623,RE: Congressional Inquiry — Opioid Distr.eml,eml,Email - EML,69762,b1d8ea698eb7cd02abf7c0281f978761,cc02ae535cadf1a940d2e1bee0ef34165305405880e2ee403b891988c04d3cca,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\05,Mallinckrodt\Sarah_Chen\Email - EML\DOC-0000623.eml,,,1,2016-05-05 00:00:00,2016-05-05 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Congressional Inquiry — Opioid Distribution Practices — Sarah Chen 2016-05-05,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,NIST System File,Complete,,Yes,,,,,,,,,No,,,,2,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Dr. Alec Harrington,alec.harrington@insysrx.com,,,,,RE: SOM Records Preservation — September 2015 — Legal Hold Reminder,<fadde398c09eb13e.f334bf9b@mallinckrodt.com>,<46f7b20ac3c49506.7e388a19@mallinckrodt.com>,2016-05-05 00:00:00,2016-05-05 00:09:00,RE: Congressional Inquiry — Opioid Distribution Practices,ad0294a0080c28ad0c11f64244b2e5aa,Yes,4,THR-000142,Yes,Normal,DOC-0000225,FAM-000318,,,2016-05-05,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000424,RE: SOM Flag — Cardinal Health — Busines.msg,msg,Email - MSG,30500,1f9d4db1d983dadff2e5cecf9b6c5494,4a12c64f921c58751c526dd1fdfc4a9d3618187c37e2dc86654fda3118d3ab67,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2014\11,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000424.msg,,,1,2014-11-22 00:00:00,2014-11-22 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Flag — Cardinal Health — Business Justification Required — Sarah Chen 2014-11-22,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: District Manager Coaching — Volume Acceleration — Gulf Coast,<dd69a5962dba333f.28bbecfb@mallinckrodt.com>,<ebb48c9ebd1e9dd8.5ade80d4@mallinckrodt.com>,2014-11-22 00:00:00,2014-11-22 00:08:00,RE: SOM Flag — Cardinal Health — Business Justification Required,bc059dfbfc00814bc70bdb6ec451e562,Yes,4,THR-000136,No,Low,DOC-0000390,FAM-000312,,,2014-11-22,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000633,RE: Q1 2016 Territory Quota — Variance A.eml,eml,Email - EML,51761,5ef993c307d7afec5d34a21912990cb3,13d94ad0d8095e6d741ad2c25ceef79c2e3c76796dc2d7db97637e6ccd87a06a,Gregory Nash,gregory.nash@mallinckrodt.com,Legal & Compliance,Mallinckrodt,2,Pressure,\\Collection\Gregory_Nash\2014\08,Mallinckrodt\Gregory_Nash\Email - EML\DOC-0000633.eml,,,1,2014-08-05 00:00:00,2014-08-05 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Q1 2016 Territory Quota — Variance Analysis — Gregory Nash 2014-08-05,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Exact Duplicate,Complete,,Yes,,,,,,,,,No,,,,4,,MNK,No,,,,Gregory Nash,gregory.nash@mallinckrodt.com,DEA Diversion Control,diversion@dea.gov,,,,,RE: mployee Disclosure — Cooperation with Investigators,<745830d691c0e6c0.e5942c30@mallinckrodt.com>,<e1ea7e7a40aa3ee9.c5bbed6c@mallinckrodt.com>,2014-08-05 00:00:00,2014-08-05 00:22:00,RE: Q1 2016 Territory Quota — Variance Analysis,983e5d3bb1766ffc05fbd0756086a5f3,No,0,THR-000117,No,Normal,DOC-0000786,FAM-000293,,,2014-08-05,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000356,FW: SOM Archive Cleanup — June 2016.msg,msg,Email - MSG,236118,9756fd3353ae106599f75c762bcfd03f,c886b7c6a4c755b00490eb6848f82df60571dd83938fdb373c8625826202f35d,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2016\09,Mallinckrodt\Michael_Brennan\Email - MSG\DOC-0000356.msg,,,1,2016-09-14 00:00:00,2016-09-14 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] FW: SOM Archive Cleanup — June 2016 — Michael Brennan 2016-09-14,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Below De Minimis,Complete,,Yes,,,,,,,,,No,,,,1,,MNK,No,,,,Michael Brennan,michael.brennan@mallinckrodt.com,James Whitfield,james.whitfield@mallinckrodt.com,,,,,RE: District Manager Coaching — Volume Acceleration — Midwest,<9364ecb5db29920a.fcea9a96@mallinckrodt.com>,<dcdeadc804d340e8.61f14c98@mallinckrodt.com>,2016-09-14 00:00:00,2016-09-14 00:09:00,FW: SOM Archive Cleanup — June 2016,48cc32c67636ae1ce96171f301308be0,Yes,2,THR-000008,No,High,DOC-0000382,FAM-000184,,,2016-09-14,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000156,RE: SOM Records Preservation — August 20.msg,msg,Email - MSG,197177,1df44d3ef26f9b195708013e4b541670,cb1b8effd02a6cbb89b4094ae048f1de41f83199f4eae7698366c189cd8d9f75,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Sarah_Chen\2016\08,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000156.msg,,,1,2016-08-19 00:00:00,2016-08-19 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: SOM Records Preservation — August 2014 — Legal Hold Reminder — Sarah Chen 2016-08-19,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Exact Duplicate,Complete,,Yes,,,,,,,,,No,,,,5,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Sarah Chen,sarah.chen@mallinckrodt.com,,,,,RE: SOM Records Preservation — August 2014 — Legal Hold Reminder,<400945ce932c3ec9.b1b68ecd@mallinckrodt.com>,,2016-08-19 00:00:00,2016-08-19 00:17:00,RE: SOM Records Preservation — August 2014 — Legal Hold Reminder,902bd15460885550f74f690071594914,Yes,4,,Yes,Normal,,FAM-000005,,,2016-08-19,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000992,DOC-0000992.doc,doc,Office - Word (DOC),332525,0be82a0bb7b66a25a4b2914a084601b2,5f62c1be68b6ec5bcbdae3ef089344bfbd0cafd8471b7d74d9e211e3922b713c,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2015\12,Mallinckrodt\Michael_Brennan\Office - Word (DOC)\DOC-0000992.doc,,,1,2013-04-03 00:00:00,2013-04-03 00:00:00,English,No,Yes,No,Yes,[Office - Word (DOC)] Ohio AG Subpoena Response — Draft v1 — Michael Brennan 2015-12-26,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,26,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000775,FAM-000299,Michael Brennan,Michael Brennan,2015-12-26,2016-01-07,Ohio AG Subpoena Response — Draft v1,Mallinckrodt Inc.,3125,,,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0001025,DOC-0001025.xlsx,xlsx,Office - Excel (XLSX),447426,e4f96eedd192dcc4125ea338a9c84868,5a36bad72c465f0f222c86127bd77913895bf8a9b1b9585a432da027a8c5792a,Michael Brennan,michael.brennan@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Michael_Brennan\2016\04,Mallinckrodt\Michael_Brennan\Office - Excel (XLSX)\DOC-0001025.xlsx,,,1,2016-01-16 00:00:00,2016-01-16 00:00:00,English,No,Yes,No,Yes,[Office - Excel (XLSX)] Legal Hold Custodian Inventory — June 2013 — Michael Brennan 2016-04-22,Yes,No,Yes,Image Only,Yes,SHA256,Pre-Review: Duplicate/NIST,NIST System File,Complete,,Yes,,,,,,,,,No,,,,2,,MNK,No,,,,,,,,,,,,,,,,,,,No,0,,,,DOC-0000764,FAM-000196,Michael Brennan,Michael Brennan,2016-04-22,2016-05-22,Legal Hold Custodian Inventory — June 2013,Mallinckrodt Inc.,,,Sheet1; Sheet2,,,,,No,,,,0,,,,No,,,,,,,,,,Attachment
DOC-0000688,RE: Ohio AG Subpoena — Opioid Sales Prac.eml,eml,Email - EML,102411,38665e813ff1254b4128b138bf99a6e3,4a0d08aedb6e82cc5c57eb93057eaa6f29de65e62e89a6ed7453c9c38ebc02b1,Robert Ashton,robert.ashton@mallinckrodt.com,Sales,Mallinckrodt,3,Crisis,\\Collection\Robert_Ashton\2015\08,Mallinckrodt\Robert_Ashton\Email - EML\DOC-0000688.eml,,,1,2015-08-19 00:00:00,2015-08-19 00:00:00,English,Yes,Yes,No,Yes,[Email - EML] RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination — Robert Ashton 2015-08-19,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,4,,MNK,No,,,,Robert Ashton,robert.ashton@mallinckrodt.com,Thomas Bradley,thomas.bradley@mallinckrodt.com,,,,,RE: Crisis Communications Plan — Opioid Media Inquiries,<24f3984a264fb171.1cecb536@mallinckrodt.com>,<842c49fa806a29ad.fe05fcef@mallinckrodt.com>,2015-08-19 00:00:00,2015-08-19 00:06:00,RE: Ohio AG Subpoena — Opioid Sales Practices — Response Coordination,addb47c3607b7b222d1801d7602c9887,No,0,THR-000143,Yes,Normal,DOC-0000340,FAM-000319,,,2015-08-19,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
DOC-0000494,RE: DEA Response Preparation — SOM Docum.msg,msg,Email - MSG,77478,34a11999dfcdd21aeede901cbe2904f8,b09371b5d53ae1644c71b0d5bf4d493dbc57003e91f91586c27f9590333c8c30,Sarah Chen,sarah.chen@mallinckrodt.com,Sales,Mallinckrodt,2,Pressure,\\Collection\Sarah_Chen\2013\09,Mallinckrodt\Sarah_Chen\Email - MSG\DOC-0000494.msg,,,1,2013-09-24 00:00:00,2013-09-24 00:00:00,English,Yes,Yes,No,Yes,[Email - MSG] RE: DEA Response Preparation — SOM Documentation — Sarah Chen 2013-09-24,Yes,No,Yes,Image Only,Yes,MD5,Pre-Review: Duplicate/NIST,Near Duplicate,Complete,,Yes,,,,,,,,,No,,,,4,,MNK,No,,,,Sarah Chen,sarah.chen@mallinckrodt.com,Michael Brennan,michael.brennan@mallinckrodt.com,,,,,RE: DEA Response Preparation — SOM Documentation,<36df253cac98c942.e2fba2a1@mallinckrodt.com>,,2013-09-24 00:00:00,2013-09-24 00:04:00,RE: DEA Response Preparation — SOM Documentation,5c6674384da9b236d15f4acd97dfc472,No,0,THR-000085,No,High,,FAM-000261,,,2013-09-24,,,Mallinckrodt Inc.,,,,,,,,No,,,,0,,,,No,,,,,,,,,,Email
